,Подадена руда  от МГТЛ  за денонощието ,Състояние  на склад №2,Натрошена  руда от  Цех ССТ ,Класа_15,Класа_12,Превозена руда  до междинни бункери,Състояние на междинни бункери,Преработена  руда  в цех МФЦ ,Влага на преработената руда,Суха преработена руда,Грано,Дайки,Шисти,"Смилане   класа + 0,20мм","Смилане   класа -0,08мм",Плътност на пулпа,Съдържание  на мед в рудите по Куриер ,Съдържание  на мед в отпадъка по Куриер ,Съдържание  на мед в медния к-т Куриер,Технологично  извличане по Куриер,Товарно  извличане ,Добит  меден  концентрат,Влага на медния концентрат,Съдържание  на мед в медния к-т,Метал мед  в медния концентрат ,Литрово  тегло  в сгъстителя
18,9100.0,4.0,5471.0,1.4,5.3,6224.0,5.1,16300.0,0.086,14898.0,0.65,0.327,0.023,0.201,0.508,0.39,0.00281,0.00026,0.2056,0.9086223456487582,0.9125787131502541,204.0,0.101,0.2175,39.888630000000006,1.63
19,17470.0,1.0,8784.0,3.2,6.0,10623.0,5.6,15631.0,0.078,14412.0,0.743,0.235,0.022,0.185,0.517,0.38,0.00275,0.00026,0.2062,0.9065976851157,0.9144329531904698,204.0,0.096,0.2141,39.4834656,1.7
20,15600.0,1.0,17461.0,4.5,6.1,17360.0,4.6,16039.0,0.08,14756.0,0.779,0.194,0.027,0.174,0.545,0.38,0.00289,0.00024,0.2107,0.9180006754030632,0.9171122982193184,193.0,0.092,0.2207,38.6763508,1.65
21,12927.0,0.0,16128.0,4.2,7.4,16827.0,4.8,16352.0,0.084,14978.0,0.693,0.242,0.065,0.182,0.529,0.38,0.00262,0.00024,0.2152,0.9094111597542023,0.9239080274545557,218.0,0.102,0.2198,43.0289272,1.7
22,18388.0,2.0,15483.0,3.5,6.9,16610.0,4.2,16523.0,0.083,15152.0,0.583,0.392,0.025,0.191,0.536,0.38,0.00258,0.00023,0.2172,0.9118182665913517,0.920152706761428,196.0,0.111,0.2276,39.6579344,1.6
23,16530.0,1.0,16476.0,6.9,6.3,16537.0,4.0,16612.0,0.08,15283.0,0.859,0.116,0.025,0.195,0.528,0.38,0.00253,0.00023,0.2233,0.910028242255794,0.9171837464418907,183.0,0.097,0.2328,38.4699672,1.6
24,12677.0,0.0,15085.0,4.4,7.4,15192.0,4.4,16632.0,0.08,15301.0,0.745,0.218,0.037,0.198,0.525,0.39,0.0026,0.00023,0.2245,0.9124732894073422,0.9214676977523016,192.0,0.101,0.2363,40.787270400000004,1.68
25,19658.0,1.0,14671.0,2.4,7.0,15176.0,4.7,16684.0,0.07,15516.0,0.764,0.195,0.041,0.196,0.527,0.39,0.00269,0.00023,0.2209,0.9154513046866563,0.9247541300957125,199.0,0.094,0.2402,43.3066188,1.65
26,5319.0,0.0,14622.0,2.1,5.9,14475.0,5.3,16620.0,0.084,15224.0,0.832,0.122,0.046,0.198,0.517,0.39,0.00292,0.00023,0.2201,0.9221965532559401,0.935245187186864,234.0,0.091,0.2342,49.8157452,1.7
27,18641.0,4.0,15246.0,4.2,6.8,16070.0,4.8,16595.0,0.086,15168.0,0.677,0.286,0.037,0.189,0.526,0.39,0.00288,0.00023,0.2202,0.9211009834674426,0.9291831484718098,213.0,0.098,0.235,45.149609999999996,1.65
28,20900.0,1.0,18046.0,2.1,5.1,18229.0,4.4,16484.0,0.078,15198.0,0.6,0.36,0.04,0.216,0.499,0.39,0.00285,0.00024,0.2163,0.9168067349712798,0.9267861599366498,222.0,0.098,0.2273,45.5154612,1.63
29,6085.0,0.0,17823.0,3.5,6.3,17744.0,3.3,15305.0,0.078,14111.0,0.814,0.173,0.013,0.199,0.516,0.38,0.00282,0.00025,0.2189,0.9123895341011009,0.9287473370174701,220.0,0.103,0.2295,45.28953,1.75
30,13463.0,13.0,17016.0,3.1,6.1,16355.0,3.0,15064.0,0.083,13814.0,0.776,0.191,0.039,0.204,0.515,0.4,0.00277,0.00025,0.218,0.9107917784031797,0.9133203286340665,166.0,0.096,0.2396,35.9553344,1.6
31,19900.0,8.0,17319.0,3.4,6.2,17218.0,2.4,14977.0,0.082,13749.0,0.727,0.249,0.024,0.198,0.524,0.39,0.00262,0.00025,0.22,0.9056092540968658,0.9257318449998786,211.0,0.103,0.223,42.206541,1.61
32,12671.0,3.0,10519.0,3.2,5.4,11165.0,3.5,14902.0,0.083,13665.0,0.719,0.241,0.04,0.199,0.518,0.38,0.00273,0.00026,0.2152,0.9058563408614587,0.9193072335507796,192.0,0.103,0.2318,39.921523199999996,1.65
33,17951.0,7.0,18020.0,2.9,6.1,17875.0,2.4,14838.0,0.076,13710.0,0.814,0.162,0.024,0.193,0.509,0.38,0.00281,0.00026,0.2144,0.9085751264596583,0.9145385639527044,188.0,0.1,0.2224,37.63008,1.65
34,20700.0,2.0,18372.0,2.0,5.8,18304.0,1.4,14861.0,0.085,13598.0,0.609,0.386,0.005,0.193,0.525,0.39,0.00286,0.00026,0.2172,0.9101804436920138,0.9224187633804977,212.0,0.117,0.2212,41.407755200000004,1.64
35,5583.0,2.0,9802.0,1.1,5.4,9972.0,2.8,14805.0,0.084,13561.0,0.73,0.243,0.027,0.187,0.529,0.38,0.00278,0.00025,0.2191,0.9111115494170805,0.9283477741350868,207.0,0.097,0.2315,43.2722115,1.7
36,17970.0,6.0,16584.0,1.1,6.7,16297.0,2.5,14860.0,0.082,13641.0,0.812,0.154,0.034,0.194,0.524,0.38,0.00271,0.00024,0.2233,0.9124197715571702,0.9269762208835517,193.0,0.099,0.2357,40.9865801,1.7
37,20900.0,2.0,18514.0,2.0,6.2,18303.0,1.5,14917.0,0.082,13694.0,0.728,0.171,0.101,0.206,0.516,0.39,0.00273,0.00025,0.219,0.9094631083202511,0.925406498312805,200.0,0.1,0.2326,41.868,1.7
38,5776.0,1.0,9339.0,1.2,4.9,9258.0,3.6,15326.0,0.086,14008.0,0.729,0.244,0.027,0.198,0.529,0.39,0.00281,0.00024,0.2205,0.9155873049417816,0.9192603717574193,185.0,0.11,0.2295,37.787175000000005,1.65
39,18581.0,4.0,16669.0,1.4,5.6,16726.0,2.7,16180.0,0.077,14934.0,0.799,0.171,0.03,0.203,0.515,0.38,0.00277,0.00024,0.2238,0.9143379239648792,0.9246130819335759,211.0,0.1,0.2283,43.35417,1.7
40,15214.0,5.0,17434.0,1.7,6.0,17060.0,2.3,16174.0,0.076,14945.0,0.802,0.169,0.029,0.241,0.479,0.38,0.00281,0.00024,0.2287,0.9155515360001344,0.933412963773866,233.0,0.096,0.2351,49.5195832,1.8
41,18845.0,0.0,14137.0,1.0,6.3,13694.0,2.9,16205.0,0.079,14925.0,0.786,0.189,0.025,0.247,0.467,0.38,0.003,0.00024,0.2369,0.9209329840277191,0.9344822303676145,229.0,0.097,0.2434,50.3319558,1.75
42,19400.0,3.0,18629.0,4.0,6.2,17411.0,2.5,16139.0,0.078,14880.0,0.726,0.256,0.018,0.25,0.459,0.39,0.00303,0.00023,0.2292,0.9250206585929153,0.9347102625275675,218.0,0.1,0.2462,48.30444000000001,1.65
43,15341.0,3.0,16990.0,1.7,5.0,16482.0,2.2,16215.0,0.081,14902.0,0.775,0.197,0.028,0.24,0.468,0.39,0.00301,0.00023,0.2394,0.9244762166834722,0.9369322241962401,219.0,0.099,0.2544,50.197953600000005,1.75
44,16589.0,0.0,15858.0,1.3,5.8,15567.0,2.1,16300.0,0.081,14980.0,0.713,0.263,0.024,0.25,0.468,0.38,0.00295,0.00023,0.2301,0.922956453647714,0.9378988988916123,222.0,0.103,0.2576,51.2969184,1.75
45,18600.0,2.0,17745.0,0.9,5.7,17413.0,1.6,16311.0,0.081,14990.0,0.695,0.298,0.007,0.263,0.443,0.39,0.00286,0.00022,0.2236,0.9239860327692719,0.9331792325500994,208.0,0.105,0.2441,45.441656,1.75
46,16161.0,2.0,16625.0,1.3,6.3,16562.0,1.9,16304.0,0.079,15016.0,0.772,0.198,0.03,0.259,0.456,0.39,0.00274,0.00022,0.2245,0.9206101861723939,0.9280853693326112,197.0,0.103,0.2382,42.0920838,1.72
47,5245.0,0.0,10082.0,1.6,6.4,10518.0,3.4,16019.0,0.08,14737.0,0.792,0.158,0.05,0.246,0.466,0.39,0.00274,0.00022,0.2219,0.9206207672267778,0.9376307861338739,226.0,0.1,0.2361,48.02274,1.8
48,18500.0,3.0,16995.0,1.2,7.6,16551.0,3.1,16123.0,0.078,14865.0,0.729,0.267,0.004,0.24,0.466,0.39,0.00274,0.00022,0.2214,0.920622830564398,0.9381312470605867,232.0,0.093,0.2321,48.8394104,1.76
49,18015.0,2.0,17498.0,1.9,7.8,17673.0,2.5,15798.0,0.075,14613.0,0.806,0.185,0.009,0.205,0.502,0.39,0.00267,0.00023,0.22,0.9148140744349854,0.937576878978563,234.0,0.087,0.2326,49.6931292,1.7
50,5651.0,0.0,9411.0,1.5,6.3,10228.0,4.0,14770.0,0.08,13588.0,0.776,0.194,0.03,0.208,0.501,0.38,0.00269,0.00024,0.2176,0.9117863158168381,0.9258099673280107,190.0,0.086,0.2311,40.132826,1.65
51,20200.0,3.0,17764.0,0.9,6.7,17031.0,2.8,14774.0,0.075,13666.0,0.764,0.215,0.021,0.206,0.501,0.39,0.00267,0.00023,0.2123,0.9148488000128571,0.9283148699138362,196.0,0.09,0.225,40.13100000000001,1.65
52,19559.0,0.0,18548.0,1.7,6.8,18029.0,1.7,14770.0,0.072,13707.0,0.727,0.254,0.019,0.207,0.498,0.39,0.00265,0.00023,0.2158,0.914181883746557,0.9290699106360659,197.0,0.09,0.2271,40.712217,1.65
53,4296.0,0.0,10355.0,3.0,7.0,10543.0,3.5,14814.0,0.07,13777.0,0.788,0.171,0.041,0.217,0.493,0.39,0.00271,0.00024,0.2178,0.9124445629453536,0.9282378216446217,201.0,0.085,0.2292,42.153318000000006,1.65
54,23324.0,2.0,17498.0,1.7,6.7,17324.0,2.3,14830.0,0.073,13747.0,0.741,0.203,0.056,0.205,0.51,0.38,0.00272,0.00024,0.2136,0.9127903129755839,0.922365571962622,185.0,0.091,0.23,38.67795,1.6
55,16280.0,0.0,18248.0,1.0,6.4,18245.0,1.1,14878.0,0.069,13851.0,0.685,0.279,0.036,0.222,0.497,0.39,0.00275,0.00024,0.2138,0.9137530010727237,0.931777671526369,223.0,0.094,0.2212,44.690805600000004,1.68
56,4682.0,0.0,9656.0,1.3,6.5,9648.0,3.0,15105.0,0.074,13987.0,0.678,0.305,0.017,0.222,0.502,0.39,0.00289,0.00024,0.2158,0.9179759358580626,0.9267017638602839,209.0,0.099,0.2221,41.823428899999996,1.65
57,18100.0,4.0,18334.0,1.0,7.4,17243.0,2.5,15987.0,0.071,14852.0,0.743,0.233,0.024,0.211,0.509,0.39,0.00301,0.00025,0.2123,0.9180245679535557,0.9261880936328003,226.0,0.091,0.2234,45.8939556,1.75
58,20518.0,1.0,18887.0,0.9,7.6,17950.0,1.5,15994.0,0.073,14826.0,0.721,0.247,0.032,0.213,0.502,0.39,0.00302,0.00025,0.2105,0.9183091715160917,0.9247371232381859,226.0,0.092,0.2186,44.8584688,1.7
59,5810.0,0.0,8199.0,1.5,5.1,8621.0,4.4,15855.0,0.081,14571.0,0.59,0.406,0.004,0.206,0.512,0.38,0.00285,0.00026,0.209,0.9099038676503466,0.9236797398318941,226.0,0.087,0.2188,45.1467544,1.66
60,18673.0,4.0,17064.0,1.2,6.4,16878.0,3.2,15924.0,0.076,14714.0,0.702,0.269,0.029,0.211,0.498,0.38,0.00281,0.00026,0.2112,0.9085918412312689,0.919017927273586,215.0,0.088,0.2182,42.784656000000005,1.75
61,15217.0,2.0,16789.0,1.2,6.3,16473.0,3.0,15935.0,0.081,14644.0,0.664,0.311,0.025,0.222,0.489,0.39,0.00283,0.00026,0.2066,0.909271499816249,0.9240517394942455,228.0,0.089,0.2196,45.612676799999996,1.7
62,12800.0,0.0,16674.0,1.1,6.4,16634.0,2.8,15954.0,0.08,14678.0,0.731,0.223,0.046,0.237,0.475,0.39,0.00286,0.00026,0.206,0.9102397553841124,0.9233093364098269,233.0,0.09,0.2133,45.225998999999995,1.64
63,19049.0,4.0,15894.0,1.5,5.9,16652.0,2.5,15778.0,0.069,14689.0,0.66,0.306,0.034,0.23,0.48,0.39,0.00292,0.00027,0.2055,0.9087281960299803,0.9155318978241846,219.0,0.09,0.2125,42.349125,1.8
64,16901.0,1.0,15936.0,1.5,6.3,16339.0,2.5,15768.0,0.077,14554.0,0.782,0.188,0.03,0.231,0.483,0.38,0.00285,0.00027,0.2089,0.906434710656236,0.9128937242426143,205.0,0.091,0.2179,40.6045755,1.7
65,13100.0,0.0,16653.0,1.1,7.0,17295.0,2.2,15758.0,0.078,14529.0,0.681,0.287,0.032,0.217,0.505,0.38,0.00289,0.00027,0.2045,0.9077729210587088,0.9156512415882242,216.0,0.094,0.2144,41.9572224,1.7
66,18250.0,3.0,15743.0,1.5,7.3,16325.0,2.2,15758.0,0.079,14513.0,0.681,0.289,0.03,0.211,0.507,0.39,0.00294,0.00027,0.2072,0.9093482267985722,0.9159108139941217,217.0,0.092,0.2134,42.0474824,1.78
67,16120.0,2.0,15013.0,1.1,7.0,15755.0,2.0,15753.0,0.076,14556.0,0.757,0.221,0.022,0.203,0.505,0.38,0.00288,0.00027,0.2063,0.9074376304421687,0.9168584436940845,219.0,0.092,0.2147,42.6935244,1.8
68,4687.0,0.0,9650.0,1.0,7.9,10345.0,4.0,15722.0,0.083,14417.0,0.702,0.272,0.026,0.21,0.498,0.38,0.0029,0.00028,0.2015,0.9047054347788833,0.9129334060810346,222.0,0.09,0.2063,41.676726,1.8
69,19603.0,2.0,15468.0,1.5,6.4,16636.0,3.7,15619.0,0.081,14354.0,0.602,0.354,0.044,0.208,0.502,0.39,0.00297,0.00028,0.1942,0.9070316753897614,0.9180621697740909,238.0,0.09,0.2045,44.29061,1.7
70,19120.0,0.0,18297.0,3.8,6.7,18854.0,2.5,15381.0,0.079,14166.0,0.768,0.195,0.037,0.206,0.518,0.38,0.00289,0.00028,0.1874,0.9044655761859608,0.9146820773327534,241.0,0.089,0.1904,41.8025104,1.75
71,4676.0,1.0,12175.0,4.7,8.4,12506.0,3.8,14957.0,0.082,13731.0,0.68,0.225,0.095,0.213,0.521,0.38,0.00301,0.00029,0.1905,0.905032224394056,0.9110429011383402,235.0,0.096,0.1887,40.087428,1.85
72,18410.0,4.0,15558.0,4.5,7.2,16102.0,2.7,14755.0,0.08,13575.0,0.572,0.318,0.11,0.216,0.505,0.39,0.00296,0.0003,0.2088,0.8999416682869921,0.8979936447386656,182.0,0.092,0.214,35.364784,1.6
73,20444.0,0.0,15517.0,3.5,6.7,16031.0,2.1,14431.0,0.077,13320.0,0.58,0.323,0.097,0.218,0.508,0.39,0.0031,0.0003,0.2046,0.9045521292217328,0.8970149960958208,182.0,0.092,0.2077,34.3236712,1.63
74,3526.0,1.0,10505.0,3.6,9.0,11244.0,3.4,14827.0,0.071,13774.0,0.558,0.383,0.059,0.223,0.508,0.39,0.00294,0.00029,0.194,0.9027099560075954,0.9034660143240035,200.0,0.09,0.2024,36.8368,1.65
75,19314.0,3.0,15418.0,1.6,8.5,15106.0,3.1,14419.0,0.069,13424.0,0.481,0.258,0.261,0.17,0.56,0.39,0.00289,0.00031,0.1858,0.8942255442006126,0.8942787862549134,204.0,0.092,0.1871,34.6569072,1.65
76,16400.0,2.0,16811.0,1.8,7.0,16846.0,2.1,14833.0,0.076,13706.0,0.503,0.359,0.138,0.189,0.535,0.39,0.00299,0.0003,0.1888,0.9010973803039308,0.9008604478239975,214.0,0.087,0.1882,36.7708924,1.65
77,5737.0,0.0,10319.0,2.6,7.0,10305.0,3.8,15263.0,0.076,14103.0,0.485,0.481,0.034,0.208,0.516,0.39,0.00309,0.0003,0.2059,0.9042301008650977,0.8979529255211742,197.0,0.089,0.2045,36.701001500000004,1.65
78,18998.0,2.0,15593.0,1.6,6.5,15699.0,3.4,15546.0,0.074,14396.0,0.665,0.268,0.067,0.208,0.504,0.39,0.00309,0.0003,0.21,0.904204341847577,0.9040381992121751,207.0,0.091,0.2131,40.097535300000004,1.7
79,16500.0,2.0,16246.0,1.8,6.6,16121.0,3.1,15607.0,0.075,14436.0,0.636,0.333,0.031,0.219,0.5,0.39,0.00282,0.0003,0.2037,0.8949350404820184,0.8956165085654909,192.0,0.093,0.2105,36.657312,1.63
80,5524.0,0.0,11525.0,2.1,7.4,11640.0,4.7,15681.0,0.071,14568.0,0.578,0.339,0.083,0.222,0.5,0.39,0.00268,0.00029,0.2049,0.89305500745138,0.9037009046390614,200.0,0.092,0.2153,39.098479999999995,1.65
81,16841.0,2.0,15711.0,3.5,6.3,15968.0,4.0,15813.0,0.077,14595.0,0.683,0.236,0.081,0.215,0.503,0.39,0.00266,0.00029,0.1989,0.8922784025670139,0.9013252413017628,204.0,0.102,0.2081,38.122255200000005,1.7
82,15800.0,2.0,17531.0,2.5,7.1,17351.0,3.6,16001.0,0.077,14769.0,0.626,0.301,0.073,0.211,0.497,0.38,0.00271,0.00029,0.1897,0.8943561585977511,0.9021988186783536,224.0,0.093,0.1915,38.906672,1.7
83,19839.0,0.0,17955.0,1.1,5.6,17812.0,2.9,16361.0,0.087,14938.0,0.507,0.441,0.052,0.221,0.502,0.39,0.00277,0.00029,0.2086,0.8965532659513463,0.8942134392938612,189.0,0.091,0.2104,36.1469304,1.6
84,18831.0,2.0,19084.0,1.3,5.0,18774.0,2.0,16342.0,0.087,14920.0,0.615,0.317,0.068,0.225,0.498,0.39,0.0028,0.00029,0.2066,0.8976886377642523,0.9003481667938072,194.0,0.094,0.2195,38.580198,1.6
85,15600.0,2.0,17663.0,1.1,4.9,17263.0,1.8,16207.0,0.088,14781.0,0.558,0.389,0.053,0.23,0.499,0.39,0.0027,0.00028,0.2001,0.89755224146176,0.8987803597283304,195.0,0.089,0.2041,36.2573445,1.7
86,13292.0,0.0,15670.0,0.8,5.9,15854.0,1.8,16219.0,0.09,14759.0,0.453,0.485,0.062,0.238,0.496,0.39,0.00272,0.0003,0.2077,0.8909928243235579,0.8930912001734285,183.0,0.09,0.2193,36.520029,1.6
87,18220.0,4.0,19547.0,1.2,6.3,18955.0,1.0,16269.0,0.091,14789.0,0.489,0.468,0.043,0.223,0.505,0.39,0.00279,0.0003,0.1992,0.8938192315801424,0.8978116930239575,197.0,0.095,0.2157,38.4560745,1.6
88,15503.0,4.0,16998.0,1.0,6.3,16993.0,0.9,16377.0,0.088,14936.0,0.514,0.443,0.043,0.247,0.484,0.39,0.00264,0.00028,0.2005,0.8951895339369119,0.8974156431361608,190.0,0.088,0.2084,36.111552,1.65
89,9125.0,3.0,9431.0,0.9,4.8,9359.0,3.4,16378.0,0.081,15051.0,0.524,0.426,0.05,0.249,0.468,0.39,0.00251,0.00027,0.1969,0.8936557082456931,0.8965089544531294,184.0,0.089,0.2074,34.7652176,1.6
90,17460.0,4.0,17486.0,1.2,5.5,17610.0,2.2,16322.0,0.08,15016.0,0.456,0.499,0.045,0.231,0.494,0.39,0.00255,0.00027,0.1908,0.8953847008808248,0.8943123453140025,190.0,0.092,0.1963,33.865676,1.6
91,20770.0,1.0,18477.0,1.4,5.6,17916.0,1.8,16023.0,0.081,14725.0,0.402,0.555,0.043,0.215,0.507,0.39,0.00256,0.00027,0.1967,0.895760814921346,0.8947849745374284,173.0,0.09,0.2122,33.406646,1.6
92,5018.0,0.0,8737.0,1.1,4.7,9008.0,3.5,14772.0,0.081,13575.0,0.625,0.319,0.056,0.231,0.496,0.39,0.00261,0.00028,0.2008,0.8939668738674085,0.8959757049627093,172.0,0.091,0.2067,32.3171316,1.6
93,18600.0,3.0,17462.0,1.1,5.2,16788.0,2.6,14901.0,0.079,13724.0,0.598,0.37,0.032,0.227,0.496,0.39,0.0026,0.00027,0.2008,0.8973604563291893,0.8982594533632566,173.0,0.095,0.2063,32.2993595,1.56
94,19737.0,1.0,16209.0,1.4,4.8,16470.0,2.3,14983.0,0.081,13769.0,0.661,0.29,0.049,0.216,0.507,0.39,0.00268,0.00028,0.2066,0.8967377150694763,0.9039040568606136,184.0,0.096,0.2151,35.778873600000004,1.56
95,5189.0,0.0,9859.0,1.3,5.8,9919.0,3.9,15017.0,0.085,13741.0,0.743,0.218,0.039,0.21,0.504,0.38,0.00283,0.00028,0.2057,0.9022882705535121,0.9145694344406493,208.0,0.099,0.2165,40.573832,1.6
96,22200.0,1.0,16073.0,1.6,8.6,16559.0,2.8,14907.0,0.082,13685.0,0.651,0.308,0.041,0.205,0.51,0.38,0.00284,0.00027,0.2175,0.906054334569772,0.916343379846913,195.0,0.089,0.2246,39.899067,1.65
97,16036.0,0.0,16852.0,1.1,6.9,17763.0,2.5,14899.0,0.085,13633.0,0.712,0.268,0.02,0.203,0.514,0.39,0.00287,0.00026,0.2141,0.9105133800255754,0.9249019050733509,213.0,0.095,0.223,42.986595,1.56
98,3484.0,0.0,10827.0,1.4,5.5,12429.0,3.8,15638.0,0.085,14309.0,0.845,0.128,0.027,0.209,0.504,0.38,0.00298,0.00026,0.2168,0.9138476205707458,0.9229851623619841,225.0,0.1,0.2168,43.902,1.7
99,16500.0,4.0,15369.0,1.1,6.1,16241.0,3.9,16422.0,0.088,14977.0,0.79,0.178,0.032,0.218,0.494,0.38,0.0028,0.00025,0.2105,0.9117971802276202,0.9225444617859805,233.0,0.099,0.2092,43.9179836,1.65
100,17796.0,2.0,17045.0,0.5,5.5,18400.0,3.3,16510.0,0.089,15041.0,0.69,0.29,0.02,0.22,0.495,0.38,0.00273,0.00025,0.2163,0.9094760828155874,0.9214096674464969,217.0,0.097,0.2218,43.461931799999995,1.6
101,4500.0,1.0,10838.0,1.0,5.6,11276.0,5.0,16408.0,0.087,14981.0,0.679,0.3,0.021,0.215,0.495,0.39,0.00293,0.00026,0.215,0.9123661251116917,0.9102976580389947,198.0,0.108,0.2209,39.014474400000005,1.56
102,18210.0,5.0,15998.0,0.8,5.8,17093.0,4.8,16390.0,0.085,14997.0,0.668,0.307,0.025,0.22,0.495,0.39,0.00294,0.00026,0.2209,0.9126388046153923,0.9224701247975524,236.0,0.103,0.2158,45.6831336,1.75
103,14490.0,4.0,16294.0,0.6,6.9,18000.0,4.3,16358.0,0.085,14968.0,0.707,0.274,0.019,0.21,0.503,0.39,0.00295,0.00028,0.2167,0.9062557268587915,0.8899707591482166,170.0,0.088,0.2161,33.504144,1.75
104,16400.0,1.0,17344.0,0.6,5.1,18019.0,3.9,16225.0,0.086,14830.0,0.621,0.359,0.02,0.209,0.512,0.39,0.00287,0.00028,0.2079,0.903656069601829,0.9293795600790428,281.0,0.089,0.2095,53.6301145,1.68
